person_id, event_id, person_name, event_title, event_type, description, start_date, start_date_text, start_date_type, end_date, end_date_text, end_date_type, place, agency, position, notes
Person_201,Event0438,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio Birth",Birth,Birth,1588-01-01,1588,,,,,Istanbul,,,,
Person_201,Event0439,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio employment end",employment end,,1649-01-01,1649,,,,,,,,,
Person_201,Event0440,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio appointment",appointment,"1603: admitted as GdL, annual stipend of 50 silver ducats + room and board in bailo's house",1603-01-01,1603,,,,,,,,,
Person_201,Event0441,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio employment",employment,1611 still gdl,,1611,,,,,,,,,
Person_201,Event0442,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio travel",travel,"4/9/1612: allowed to accompany returning bailo Simone Contarini to Venice, issued Ottoman safe-conduct [Ecnebi defterleri 13, fol. 44, #426",1612-04-09,,,,,,,,,,
Person_201,Event0443,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio promotion",promotion,1614: elected dragomanno ordinario,,1614,,,,,,,,,
Person_201,Event0444,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio employment",employment,1620 still DO,,1620,,,,,,,,,
Person_201,Event0445,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio raise",raise,1622: raise; elected sub-prior of Magnifica Comunita,,1622,,,,,,,,,
Person_201,Event0446,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio employment",employment,1627: teacher of Pietro Borisi,,1627,,,,,,,,,
Person_201,Event0447,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio election",election,1631: elected prior of Magnifica Comunita,,1631,,,,,,,,,
Person_201,Event0448,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio promotion",promotion,9/17/1636: elected dragoman grande,1636-09-17,,,,,,,,,,
Person_201,Event0449,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio petition",petition,"12/7/1636: asks for annual stipend for children (1 son, 4 daughters, similar to the one enjoyed by Borisi his predecessor)",1636-12-07,,,,,,,,,,
Person_201,Event0450,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio petition",petition,"1643: getting old, expresses wish to have assistance from Andrea Bon, great dislike for Christoforo Tarsia",,1643,,,,,,,,,
Person_201,Event0451,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio death",death,1649: executed by order of the Grand Vizier,,1649,,,,,,,,,
Person_201,Event0452,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio appraisal",appraisal,"1641: 'tutto che camini al sessagesimo anno; Che però, e per aiutarlo, e per instruirsi sarià bene ch'uno dei giovani l'accompagnasse q'do và alle Porte dei Bassà à negociare. Dragomano espresso certam.te richiede l'affare de Mercanti, espedne di Navi, litti, et altro, à segno, che q'ndo anche vi sono più n're Bavi à Const.li un solo non basta. Lo scrivere, tradurre, & altri fontioni pur ne tengono applicato uno: Et più d'uno il condurre, & ricondurre gl'Ecc.mi Baili, oltre quelli che per qualche neg.o si trovano absenti, ò per indispositione amalati: Si che disposti li soggetti à ttte q'ste becess.e fontioni il numero sod.o di otto, niente soverchio resce, havuto massime riguardo cos"" alla Peste, che frequente in quei Paesi, potra in poche hore rapirne più d'uno, come ano all'impiego, he si potria dare (e river.te lo raccordiamo) ad alcuno di essi à Cattaro, ove per la più stretta vicinanza de Confini dello Stato Veneto con l'Imp.o Ottomano, pi¸ frequentei etiandio nnascono li disturbi, e le brighe, nelle quali la presenza s.a il fatto d'un Drag.no'",,1641,,,,,,,,,
Person_201,Event0453,"Grillo, Giovanni Antonio","Grillo, Giovanni Antonio appraisal",appraisal,"1612: 'Antonio Grillo, che è venuto meco per dragomanno di viaggio; peritissimo di molte lingue, valoroso fedele e buon servitore della Serenissima Repubblica. E che avendo io sperimentato in moltissime occasioni ne lo intero testimonio a Vostra Serenità, ed alle Signorie Vostre Eccellentissime raccomandandolo inoltre loro della grazia che supplicherà umilmente a questo Eccellentissimo Senato, che usando con lui della benignità sua, accrescerà son certo ancora il buon servizio delle cose sue in quelle parti.'
",1612-01-01,,,,,,,,,,
Person_203,Event0454,"Gritti, Andrea","Gritti, Andrea Commission",Commission,commission,,16 maggio 1503,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 39, cc. 84v-86."
Person_205,Event0455,"Gritti, Francesco","Gritti, Francesco Commission",Commission,commission,,8 maggio 1723,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 38, cc. 113-119v."
Person_206,Event0456,"Gritti, Lorenzo","Gritti, Lorenzo Commission",Commission,commission,,14 aprile 1539,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 60, cc. 10-11."
Person_207,Event0457,"Guerin, Dimitri","Guerin, Dimitri Birth",Birth,Birth,,,,,,,Kefalonia,,,,
Person_207,Event0458,"Guerin, Dimitri","Guerin, Dimitri employment end",employment end,,1607-06-22,pre1607-06-22,,,,,,,,,
Person_209,Event0459,"Leparini, Giulio","Leparini, Giulio Birth",Birth,Birth,,,,,,,Hvar (Croatia),,,,
Person_209,Event0460,"Leparini, Giulio","Leparini, Giulio employment end",employment end,,1607-10-28,post-106714,,,,,,,,,
Person_209,Event0461,"Leparini, Giulio","Leparini, Giulio employment",employment,"interprete & cancelleiero della lingua schiava de Spalato under Prv General Donado in luogo di Alessandro Marullo who'se dead. VS: couldnt' find descripn of that posin in books of predecessors; nevertless given confirmn by senate to appt of Marullo on 12/31/1585 & support for Leparini from prov gen in spalato, endorse.",1585-12-31,,,,,,,,,,
Person_210,Event0462,"Libertopulo, Andrea","Libertopulo, Andrea Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_211,Event0463,"Lippomano, Girolamo","Lippomano, Girolamo Commission",Commission,commission,1590-03-31,31 March 1590,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 7, cc. 200v-204."
Person_212,Event0464,"Logoteti, Michiel","Logoteti, Michiel employment end",employment end,,1566-12-23,post1566-12-23,,,,,,,,,
Person_212,Event0465,"Logoteti, Michiel","Logoteti, Michiel employment; petition",employment; petition,"according to Papadia-Lala 2009: friar on Crete, in 1561 asked for Ven compensation for 17 yrs of service as dragoman in Cairo, Alexandria, and his participation in release from Ottoman prison of 200 Cretans and Cypriots accused of having killed Turks [sic",,1561,,,,,,,,,
Person_214,Event0466,"Loredan, Bernabò","Loredan, Bernabò Audit",Audit, sindacato,,21 aprile 1426,,,,,,,,,"Archivio di Stato di Venezia, S, reg. 1, c. 222v."
Person_214,Event0467,"Loredan, Bernabò","Loredan, Bernabò ",,,1408-11-15,,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 48, c. 44; Sathas, Documents, pp. 216-217; Thiriet, Sénat, II, n. 1327."
Person_215,Event0468,"Loredan, Giovanni","Loredan, Giovanni Instructions",Instructions, istruzioni,,,,,,,,,,,
Person_215,Event0469,"Loredan, Giovanni","Loredan, Giovanni Commission",Commission,commission,1407-03-01,1 March 1407,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 47, cc. 95-97; Thiriet, Sénat, II, n. 1248."
Person_215,Event0470,"Loredan, Giovanni","Loredan, Giovanni instructions",instructions,Incaricato di giustificare con Süleyman l’occupazione di Patrasso (già bailo alla corte del basileus).,,15 novembre 1508,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 48, c. 44; Sathas, Documents, pp. 216-217; Thiriet, Sénat, II, n. 1327."
Person_217,Event0471,"Malipiero, Marino","Malipiero, Marino Commission",Commission,commission,1384-07-22,22 July 1384,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 38, cc. 149-149v; Iorga, Venetia, pp. 1094-1095; Diplomatarium, II, pp. 193-196, n. 116; Thiriet, Sénat, I, n. 678."
Person_221,Event0472,"Marcello, Bartolomeo","Marcello, Bartolomeo commission",commission, commissione come bailo,,16 agosto 1454,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 20, cc. 29v-30v."
Person_221,Event0473,"Marcello, Bartolomeo","Marcello, Bartolomeo Commission",Commission,commission come bailo,,16 agosto 1454,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 20, cc. 29v-30v."
Person_223,Event0474,"Marcovich, Christoforo","Marcovich, Christoforo Birth",Birth,Birth,,,,,,,Budua,,,,
Person_223,Event0475,"Marcovich, Christoforo","Marcovich, Christoforo employment; petition",employment; petition,"CM di Budua, interprete della lingua serviana. asks to be apptd instead of NB. not clear whether latter is dead.",,,,,,,,,,,
Person_225,Event0476,"Marucini, Gio: Francesco","Marucini, Gio: Francesco Birth",Birth,Birth,,,,,,,Venice,,,,
Person_225,Event0477,"Marucini, Gio: Francesco","Marucini, Gio: Francesco employment end",employment end,,1610-01-01,post1609,,,,,,,,,
Person_225,Event0478,"Marucini, Gio: Francesco","Marucini, Gio: Francesco travel",travel,1609: allowed to go back to Venice to attend to family business,,1609,,,,,,,,,
Person_226,Event0479,"Marucini, Lodovico","Marucini, Lodovico Birth",Birth,Birth,,,,,,,Venice,,,,
Person_226,Event0480,"Marucini, Lodovico","Marucini, Lodovico employment end",employment end,,1572-01-01,1571,,,,,,,,,
Person_226,Event0481,"Marucini, Lodovico","Marucini, Lodovico employment",employment,1553-1558: gdl,,1553,,1904-04-06,,,,,,,
Person_226,Event0482,"Marucini, Lodovico","Marucini, Lodovico report (written)",report (written),"1554 submits an account of expenses for reimubrsement, detailing gifts to various Ottoman officials",,1554,,,,,,,,,
Person_226,Event0483,"Marucini, Lodovico","Marucini, Lodovico petition",petition,1558: asks to repatriate,,1558,,,,,,,,,
Person_226,Event0484,"Marucini, Lodovico","Marucini, Lodovico raise",raise,1566: raise,,1566,,,,,,,,,
Person_226,Event0485,"Marucini, Lodovico","Marucini, Lodovico Promotion",Promotion,1567: appointed dragoman grande,,1567,,,,,,,,,
Person_226,Event0486,"Marucini, Lodovico","Marucini, Lodovico Salary",Salary,"1568: made 11,300 aspri a year",,1568,,,,,,,,,
Person_226,Event0487,"Marucini, Lodovico","Marucini, Lodovico death",death,"1571: arrested by Ottns for havg wrtn cyphered letters to Ven, dies",,1571,,,,,,,,,
Person_229,Event0488,"Marucini, Matteo","Marucini, Matteo Birth",Birth,Birth,,,,,,,Venice,,,,
Person_229,Event0489,"Marucini, Matteo","Marucini, Matteo employment end",employment end,,1590-01-01,1590,,,,,,,,,
Person_229,Event0490,"Marucini, Matteo","Marucini, Matteo petition",petition,"1567: brothers ask for him being the youngest to be sent to Istanbul 'per imparar la lingua turca, et legger et scriver in quell idioma, per servir poi, secondo, che gli sera co'mandato... perrche egli sotto la disciplina, et diligentia del fidelissimo ludovico suo fratello Dragoma' grande a quella porta, potrà imparare no' solamente la detta lingua, leggere, et scrivere, ma anco il modo del negotiare, talmete che nel corso di non molti anni la sig.a 'ra potrebbe servirsi dell opera del detto matthio, per suo Dragomano'",,1567,,,,,,,,,
Person_229,Event0491,"Marucini, Matteo","Marucini, Matteo translation",translation,1575: translates capitulations,,1575,,,,,,,,,
Person_229,Event0492,"Marucini, Matteo","Marucini, Matteo Salary",Salary,1584: made 112 zecchini a year,,1584,,,,,,,,,
Person_229,Event0493,"Marucini, Matteo","Marucini, Matteo Travel",Travel,"1588: sent to Sibenik instead of ailing Alessandri to negotiate borders w/ Pasha, promised 2000 zecchini",,1588,,,,,,,,,
Person_229,Event0494,"Marucini, Matteo","Marucini, Matteo appraisal",appraisal,"(Contarini 1583: 247): 'è assai sufficiente, e nel tradur di turco in italiano è molto innanzi, ma il povero uomo se ne viene ora a Venezia con il clarissimo ambasciator Soranzo, e ha ragione, poichè è stato in quei paesi 14 anni, e da' medici gli vien minacciato anco la morte se continuerà a star in quelle parti, per una strettura di petto che patisce, alla quale è contrario in tutto l'aere di Costantinopoli.'",,1583,,,,,,,,,
Person_230,Event0495,"Maruffo, Pietro","Maruffo, Pietro Birth",Birth,Birth,,,,,,,Venice,,,,
Person_230,Event0496,"Maruffo, Pietro","Maruffo, Pietro employment end",employment end,,1904-04-12,pre1564,,,,,,,,,
Person_230,Event0497,"Maruffo, Pietro","Maruffo, Pietro appraisal",appraisal,"Daniele Barbarigo 1564: 55 Messer Piero Maruffo, già maestro delli giovani di cancelleria e che per molte mie ho scritto a vostra serenità esser degno della grazia sua, avendosi più volte messo a pericolo della vita, come vostra serenità avrà inteso dal clarissimo provveditore dell' armata, nel ritorno dalla Vallona, dove fu per servizio di vostra serenità, essendo stato abbandonato dal giannizzero che era con lui, furono messi susò li compagni del detto giannizzero dalli nostri turcimani e lo fecero metter in prigione con ferri alli piedi, alle mani ed al collo, e fu astretto andar cercando esso giannizzero, pur con guardia di due altri giannizzeri, che lo accompagnavano, per esser stato imputato, che lui l'aveva ammazzato, e dopo tornato esso giannizzero, non si è potuto liberar se non con grande spesa, e fu ammalato, e con febbre grandissima in manifestissimo pericolo della sua vita. Prometto a vostra serenità che esso è tanto degno della grazia sua, quanto altro, che sia stato al suo servizio (per quello, che nel mio tempo l' ho conosciuto) e ha gran desiderio di servirla più per onore che per utile.",,,,,,,,,,,
Person_231,Event0498,"Marullo, Alessandro","Marullo, Alessandro employment end",employment end,,1600-04-29,pre1600-04-29,,,,,,,,,date inferred
Person_233,Event0499,"Mascellini, Francesco","Mascellini, Francesco Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_233,Event0500,"Mascellini, Francesco","Mascellini, Francesco employment end",employment end,,1697-01-01,1697,,,,,,,,,
Person_235,Event0501,"Mascellini, Giovanni","Mascellini, Giovanni ",,"father of 3 Ven GdLs/Dragomans in later 18th c: Giovanni Battista, Paolo, and Mario",,,,,,,,,,,
Person_235,Event0502,"Mascellini, Giovanni","Mascellini, Giovanni ",,"father of 3 Ven GdLs/Dragomans in later 18th c: Giovanni Battista, Paolo, and Mario",,,,,,,,,,,
Person_237,Event0503,"Membre, Michiel","Membre, Michiel Birth",Birth,Birth,1904-02-17,,,,,,Cyprus,,,,
Person_237,Event0504,"Membre, Michiel","Membre, Michiel Death",Death,,1904-05-12,,,,,,,,,,
Person_237,Event0505,"Membre, Michiel","Membre, Michiel employment end",employment end,,1594-01-01,1594,,,,,,,,,
Person_237,Event0506,"Membre, Michiel","Membre, Michiel Mission",Mission,1538: sent on mission to Persia,,1538,,,,,,,,,
Person_237,Event0507,"Membre, Michiel","Membre, Michiel appointment; travel",appointment; travel,"1543: sent to Istanbul, to work as secretary-interpreter for special ambassador Stefano Tiepolo [Scarcia 1969: lxii",,1543,,,,,,,,,
Person_237,Event0508,"Membre, Michiel","Membre, Michiel promotion",promotion,1550: elected dragoman of Signoria in place of deceased Civran [Scarcia 1969: lxiii,,1550,,,,,,,,,
Person_238,Event0509,"Memmo, Andrea","Memmo, Andrea Commission",Commission,,,20 settembre 1713,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 37, cc. 64-71."
Person_238,Event0510,"Memmo, Andrea","Memmo, Andrea Commission",Commission,commission,,20 settembre 1713,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 37, cc. 64-71."
Person_243,Event0511,"Minio, Marco","Minio, Marco Commission",Commission,,,14 maggio 1521,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 48, cc. 186-188."
Person_243,Event0512,"Minio, Marco","Minio, Marco Commission",Commission,commission,,14 maggio 1521,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 48, cc. 186-188."
Person_244,Event0513,"Minio, Marco","Minio, Marco Commission",Commission,,,19 dicembre 1526,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 51, cc. 116-117v."
Person_244,Event0514,"Minio, Marco","Minio, Marco Commission",Commission,commission,,19 dicembre 1526,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 51, cc. 116-117v."
Person_245,Event0515,"Mocenigo, Alvise","Mocenigo, Alvise Commission",Commission,,,26 maggio 1517,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 47, cc. 59-61v."
Person_245,Event0516,"Mocenigo, Alvise","Mocenigo, Alvise Commission",Commission,commission,,26 maggio 1517,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 47, cc. 59-61v."
Person_246,Event0517,"Mocenigo, Alvise","Mocenigo, Alvise Commission",Commission,,,18 July 1709,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 37, cc. 38v-43v."
Person_246,Event0518,"Mocenigo, Alvise","Mocenigo, Alvise Commission",Commission,commission,,7/18/1709,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 37, cc. 38v-43v."
Person_248,Event0519,"Mocenigo, Giovanni","Mocenigo, Giovanni Commission",Commission,,,12 agosto 1604,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 910 cc. 52-54v."
Person_248,Event0520,"Mocenigo, Giovanni","Mocenigo, Giovanni Commission",Commission,commission,,12 agosto 1604,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 910 cc. 52-54v."
Person_249,Event0521,"Mocenigo, Tommaso","Mocenigo, Tommaso Commission",Commission,,,11 March 1530,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 54, cc. 3-4v."
Person_249,Event0522,"Mocenigo, Tommaso","Mocenigo, Tommaso Commission",Commission,commission,1530-03-11,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 54, cc. 3-4v."
Person_250,Event0523,"Mocenigo, Tommaso","Mocenigo, Tommaso Commission",Commission,,,13 agosto 1536,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 57, cc. 46v-51v."
Person_250,Event0524,"Mocenigo, Tommaso","Mocenigo, Tommaso Commission",Commission,commission,,13 agosto 1536,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 57, cc. 46v-51v."
Person_250,Event0525,"Mocenigo, Tommaso","Mocenigo, Tommaso ",,,1670-03-12,,,,,,,,,,"Archivio di Stato di Venezia, SAVMC, reg. 22, cc. 160a-160b)."
Person_251,Event0526,"Molin, Alvise","Molin, Alvise accreditation",accreditation, credenziali,1670-03-18,,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 32, cc. 68v-70."
Person_251,Event0527,"Molin, Alvise","Molin, Alvise accreditation",accreditation, credenziali per l’ambasciatore,,23 ottobre 1669,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 32, cc. 44v-46v."
Person_251,Event0528,"Molin, Alvise","Molin, Alvise election",election,election,,,,,,,,,,,
Person_251,Event0529,"Molin, Alvise","Molin, Alvise election",election, elezione ad ambasciatore,,18 ottobre 1669,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 19, c. 118b."
Person_251,Event0530,"Molin, Alvise","Molin, Alvise election",election, elezione ad ambasciatore,,18 ottobre 1669,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 19, c. 118b."
Person_252,Event0531,"Moro, Giovanni","Moro, Giovanni Commission",Commission,,,22 agosto 1587,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 7, cc. 72-76v."
Person_252,Event0532,"Moro, Giovanni","Moro, Giovanni Commission",Commission,commission,,22 agosto 1587,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 7, cc. 72-76v."
Person_254,Event0533,"Morosini, Giovanni","Morosini, Giovanni Commission",Commission,,,17 aprile 1675,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 33, cc. 78-83v."
Person_254,Event0534,"Morosini, Giovanni","Morosini, Giovanni Commission",Commission,commission,,17 aprile 1675,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 33, cc. 78-83v."
Person_256,Event0535,"Nani, Agostino","Nani, Agostino Commission",Commission,,,8 giugno 1600,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 9, cc. 136v-141."
Person_256,Event0536,"Nani, Agostino","Nani, Agostino Commission",Commission,commission,,8 giugno 1600,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 9, cc. 136v-141."
Person_257,Event0537,"Nani, Almorò","Nani, Almorò Commission",Commission,,,2 ottobre 1614,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 11, cc. 111v-115v."
Person_257,Event0538,"Nani, Almorò","Nani, Almorò Commission",Commission,commission,,2 ottobre 1614,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 11, cc. 111v-115v."
Person_258,Event0539,"Navagero, Bernardo","Navagero, Bernardo Commission",Commission,,,20 maggio 1550,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 67, cc. 38-40."
Person_258,Event0540,"Navagero, Bernardo","Navagero, Bernardo Commission",Commission,commission,,20 maggio 1550,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 67, cc. 38-40."
Person_259,Event0541,"Navon, Alessandro","Navon, Alessandro Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_259,Event0542,"Navon, Alessandro","Navon, Alessandro Death",Death,,1904-07-12,,,,,,,,,,
Person_259,Event0543,"Navon, Alessandro","Navon, Alessandro employment end",employment end,,1904-07-09,1652,,,,,,,,,
Person_259,Event0544,"Navon, Alessandro","Navon, Alessandro Employment End",Employment End,,1904-07-09,1652,,,,,,,,,
Person_259,Event0545,"Navon, Alessandro","Navon, Alessandro Salary",Salary,1649: annual salary 36 2/3 zecchini,,1649,,,,,,,,,
Person_259,Event0546,"Navon, Alessandro","Navon, Alessandro Death",Death,1/18/1652: died,1652-01-18,,,,,,,,,,
Person_260,Event0547,"Navon, Felix","Navon, Felix Birth",Birth,Birth,,,,,,,Pera,,,,
Person_260,Event0548,"Navon, Felix","Navon, Felix employment end",employment end,,1904-12-03,1799,,,,,,,,,
Person_262,Event0549,"Navon, Gio: Battista (I)","Navon, Gio: Battista (I) Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_262,Event0550,"Navon, Gio: Battista (I)","Navon, Gio: Battista (I) Death",Death,,1904-07-12,,,,,,,,,,
Person_262,Event0551,"Navon, Gio: Battista (I)","Navon, Gio: Battista (I) employment end",employment end,,1904-07-09,1652,,,,,,,,,
Person_262,Event0552,"Navon, Gio: Battista (I)","Navon, Gio: Battista (I) appointment",appointment,10/30/1609: appointed gdl,1609-10-30,,,,,,,,,,
Person_262,Event0553,"Navon, Gio: Battista (I)","Navon, Gio: Battista (I) travel",travel,1629: accompanies new bailo Giovanni Capello to Istanbul,,1629,,,,,,,,,
Person_262,Event0554,"Navon, Gio: Battista (I)","Navon, Gio: Battista (I) salary",salary,"1641: annual salary of 194 ducats + 25 zecchini of raise, 4 of buona mano & 12 for servant, 2 outfits",,1641,,,,,,,,,
Person_262,Event0555,"Navon, Gio: Battista (I)","Navon, Gio: Battista (I) salary",salary,1652: annual salary of 1500 zecchini,,1652,,,,,,,,,
Person_263,Event0556,"Navon, Gio: Battista (II)","Navon, Gio: Battista (II) Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_265,Event0557,"Navon, Pasqual (I)","Navon, Pasqual (I) Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_265,Event0558,"Navon, Pasqual (I)","Navon, Pasqual (I) employment end",employment end,,"1589-01-20, 1592","1589-01-20, 1592",,,,,,,,,date inferred
Person_265,Event0559,"Navon, Pasqual (I)","Navon, Pasqual (I) employment",employment,"ca. 1549: according to bailo Bernardo Navagero's relazione of 1553, has been apprenticing under Gianesin Salvago in the bailo's house for the past 4-5 years; ",,,ca. 1549,,,,,,,,
Person_265,Event0560,"Navon, Pasqual (I)","Navon, Pasqual (I) salary",salary,"1553: makes 40 ducats a year, takes care of shipping",,1553,,,,,,,,,
Person_265,Event0561,"Navon, Pasqual (I)","Navon, Pasqual (I) appraisal",appraisal,"1554: mentioned by Domenico Trevisan as making good progress as Salvago's assistant, learning to read/write Turkish from GdL's master",,1554,,,,,,,,,
Person_265,Event0562,"Navon, Pasqual (I)","Navon, Pasqual (I) appointment",appointment,1559: appointed naval dragoman [Lesure 1980: 137,,1559,,,,,,,,,
Person_265,Event0563,"Navon, Pasqual (I)","Navon, Pasqual (I) election",election,1562: elected prior of Magnifica Comunita,,1562,,,,,,,,,
Person_265,Event0564,"Navon, Pasqual (I)","Navon, Pasqual (I) ",,7/30/1563,1563-07-30,,,,,,,,,,
Person_265,Event0565,"Navon, Pasqual (I)","Navon, Pasqual (I) marriage of relative",marriage of relative,followg Senato Mar decree of 6/24/1589 to grant him 150 cecchini on occasion of daughter's wedding,,,,,,,,,,,
Person_265,Event0566,"Navon, Pasqual (I)","Navon, Pasqual (I) employment",employment,1592: protogero di navi,,1592,,,,,,,,,
Person_265,Event0567,"Navon, Pasqual (I)","Navon, Pasqual (I) appraisal",appraisal,"1592 (Lorenzo 1592: 415) 'il pover uomo è gottoso, infermo, e in stato tale, che gli pronostico cortissima vita, e certo che sarà gran peccato perchè nel suo carico è buonissimo.'(Contarini 1583: 247): 'sebbene parla benissimo la lingua turca, non è però in stato di poterlo fare [i.e. become dragoman grande after marco de' Scassi's death stando sempre infermo d'una malattia che lo condurrà fino alla morte.'",,1592,,,,,,,,,
Person_265,Event0568,"Navon, Pasqual (I)","Navon, Pasqual (I) appraisal",appraisal,"(Gianfrancesco Morosini 1585: 318-9): 'è valentissimo uomo, e atto più che ogni altro a far servigi d'importanza per essere ardito e molto entrante coi turchi, e assai pratico delli loro costumi e maniere. Con il suo mezzo ho acquistata l'amicizia di diversi personaggi d'importanza, e specialmente d'un giovane che teneva il sacchetto delle scritture del cancellier grande [... Di questo uomo io tengo per certo che si possa la Serenità Vostra promettere ogni sorte d'importantissimo servigio, perchè, oltre che meglio d'ogni altro lo saprà sempre fare, mi persuade anco che per essere lui affezionatissimo e devotissimo servitore della Serenità Vostra, non risparmierà mai alcun pericolo per il suo servigio. Il male è che non è sano, e che non può camminare, essendo travagliato dalla gotta, e da molte alter schinelle. » anco povero, e desidera esser riconosciuto dalla benignità della Serenità Vostra, come io lo giudico molto ben degno, essendo ragionevole dar occasione a quelli che servono in cose tanto importanti di non aver bisogno di pensar ad altro che al puro servizio di questo Serenissimo Dominio.' ",,1585,,,,,,,,,
Person_265,Event0569,"Navon, Pasqual (I)","Navon, Pasqual (I) appraisal",appraisal,"(Contarini 1583: 247): 'aver lui il carico di protogero, che è importante, avendo di continuo a star innanzi al cad"" ed alli ministri turcheschi in servizio de' sudditi di questo Serenissimo Dominio'
",,1583,,,,,,,,,
Person_266,Event0570,"Navon, Pasqual (II)","Navon, Pasqual (II) Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_266,Event0571,"Navon, Pasqual (II)","Navon, Pasqual (II) employment end",employment end,,1904-07-24,1667,,,,,,,,,
Person_266,Event0572,"Navon, Pasqual (II)","Navon, Pasqual (II) employment; salary",employment; salary,"1641: Dragomano Prottoggiero di Mercanti, annual salary: 128 1/3 zecchini",,1641,,,,,,,,,
Person_266,Event0573,"Navon, Pasqual (II)","Navon, Pasqual (II) salary",salary,1654: annual salary 136 2/3 zecchini,,1654,,,,,,,,,
Person_266,Event0574,"Navon, Pasqual (II)","Navon, Pasqual (II) salary",salary,1667: annual salary 40 ducats,,1667,,,,,,,,,
Person_266,Event0575,"Navon, Pasqual (II)","Navon, Pasqual (II) death",death,1702: died,,1702,,,,,,,,,
Person_266,Event0576,"Navon, Pasqual (II)","Navon, Pasqual (II) appraisal",appraisal,"1670: invalido è per questo e per altro, più al vino che al negotio applicato, niente d'esso può la Serenità Vostra promettersi.' mentions that provided useful service before the war, but hasn't developed his skills since, only aged; complaints by ship masters about his inability to manage things --after 'egli non è capace d'esercitar questa carica, e... sarà di gran pregiudicio al negotio se la Serenità Vostra non prende sopra questo punto qualche risolutione o ripiego.' [dispatch of Alvise Molin, quoted in Luca 2008: 155",,1670,,,,,,,,,
Person_267,Event0577,"Navon, Tommaso (I)","Navon, Tommaso (I) Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_267,Event0578,"Navon, Tommaso (I)","Navon, Tommaso (I) employment end",employment end,,1904-06-10,post1623,,,,,,,,,
