person_id,title,given_name,family_name,name_parts,alt_family_names,alt_given_names,alt_name_parts,professions,gender,nations,languages,positions,events,related_people,notes
Person_155,"Erizzo, Antonio",Antonio,Erizzo,,,,,,Male,,,Position144,"Event0330, Event0331",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 1A, nn. 13, 15-17, 19-92, 94-95, 97-100, 102-134, 137-142 (19 giugno 1554-2 dicembre 1556). * Relazione: BMC, WL , b. 21/7; Albéri, Le relazioni, III/3, pp. 123-144 (sommario)"
Person_156,"Erizzo, Nicolò",Nicolò,Erizzo,,,,,,Male,,,Position145,"Event0332, Event0333",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 191, nn. 240-241 (14-15 agosto 1739); f. 192, nn. 1-58 (23 March 1739-26 febbraio 1740); f. 193, nn. 59-109 (12 March -30 settembre 1740); f. 194, nn. 110-153; 143a (1 ottobre 1740-28 March 1741); f. 195, nn. 154-193 (3 aprile-16 settembre 1741); f. 196, nn. 194-240 (2 ottobre 1741-31 March 1742); f. 197, nn. 241-276 (1 aprile-6 ottobre 1742)."
Person_157,"Essaudinos, Gio: Battista",Gio: Battista,Essaudinos,,,,,,Male,,,,"Event0332, Event0333",,
Person_158,"Ferro, Antonio",Antonio,Ferro,,,,,,Male,,,"Position146, Position147","Event0332, Event0333",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 1A, nn. 42a-43a (19 febbraio-31 maggio 1487)."
Person_159,"Ferro, Girolamo",Girolamo,Ferro,,,,,,Male,,,Position148,"Event0334, Event0335",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 2B, nn. 110, 112, 114-139 (5 agosto 1560-18 febbraio 1661); f. 3C, nn. 1-46 (3 March -20 settembre 1561)* Relazione: del segretario Marcantonio Donini, che fu segretario anche del vicebailo Dandolo in Albéri, Le relazioni, III/3, pp. 173-208. In Collegio venne presentata solo la parte relativa alla lite con il Dandolo: Archivio di Stato di Venezia, CR, b. 4; Pedani, Relazioni inedite, pp. 127-131."
Person_160,"Fontana, ? f. Antonio",Fontana,? f. Antonio,de,Fontana,,de';di,Dragoman,Male,Veneziana?,Turkish,Position149,"Event0334, Event0335",PersonPerson0099,
Person_161,"Fontana, Lodovico",Fontana,Lodovico,,Fontana,Lodovico;Ludovico,,Dragoman,Male,Veneziana,Turkish,Position150,"Event0336, Event0337, Event0338, Event0339",,
Person_162,"Forits, Giacomo",Giacomo,Forits,,,,,,Male,,,,"Event0336, Event0337, Event0338, Event0339",,
Person_163,"Fortis, Alvise",Fortis,Alvise,,Fortis,Alvise;Luigi,,Dragoman,Male,Christiana di Pera,Turkish,"Position151, Position152","Event0340, Event0341, Event0342, Event0343, Event0344, Event0345, Event0346, Event0347","PersonPerson0100, PersonPerson0101",
Person_164,"Fortis, Giacomo (I)",Fortis,Giacomo (I),,Fortis,Giacomo;Giacometto,,Dragoman,Male,Christiana di Pera,Turkish;Greek;Armenian,Position153,"Event0348, Event0349, Event0350, Event0351, Event0352, Event0353, Event0354",PersonPerson0102,
Person_165,"Fortis, Giacomo (II)",Fortis,Giacomo (II),II,Fortis,Giacomo;Giacometto,,Dragoman,Male,Christiana di Pera,Turkish,Position154,"Event0355, Event0356, Event0357, Event0358, Event0359, Event0360",PersonPerson0103,
Person_166,"Fortis, Pietro",Fortis,Pietro,,Fortis,Pietro;Piero;Petro;Pero,,Dragoman,Male,Christiana di Pera,Turkish,"Position155, Position156","Event0361, Event0362, Event0363, Event0364, Event0365, Event0366, Event0367, Event0368, Event0369, Event0370, Event0371, Event0372, Event0373, Event0374, Event0375, Event0376, Event0377, Event0378, Event0379, Event0380, Event0381, Event0382, Event0383, Event0384, Event0385","PersonPerson0104, PersonPerson0105, PersonPerson0106, PersonPerson0107",Pedani Fabris & Bombaci 1994: 411-414; Rothman 2011: 179-184. 5 more children
Person_167,"Fortis, Stefano",Stefano,Fortis,,,,,,Male,,,,"Event0361, Event0362, Event0363, Event0364, Event0365, Event0366, Event0367, Event0368, Event0369, Event0370, Event0371, Event0372, Event0373, Event0374, Event0375, Event0376, Event0377, Event0378, Event0379, Event0380, Event0381, Event0382, Event0383, Event0384, Event0385",,
Person_168,"Foscari, Federico",Federico,Foscari,,,,,,Male,,,Position157,"Event0361, Event0362, Event0363, Event0364, Event0365, Event0366, Event0367, Event0368, Event0369, Event0370, Event0371, Event0372, Event0373, Event0374, Event0375, Event0376, Event0377, Event0378, Event0379, Event0380, Event0381, Event0382, Event0383, Event0384, Event0385",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 238, nn. 1-2, 4-97 (14 aprile 1792-25 aprile 1794); f. 240, nn. 98-124, 126-152; 123bis (10 maggio 1794-26 maggio 1795); f. 241, nn. 153-194, 196-212; 192bis (10 giugno 1795-25 maggio 1796); f. 242, nn. 213-236; 25-27 (10 giugno1796-10 giugno 1797); f. 243, nn. 7, 9, 11, 13, 19, 21, 23; 21a (25 novembre 1796-10 maggio 1797)."
Person_169,"Foscari, Francesco",Francesco,Foscari,,,,,,Male,,,"Position158, Position159","Event0361, Event0362, Event0363, Event0364, Event0365, Event0366, Event0367, Event0368, Event0369, Event0370, Event0371, Event0372, Event0373, Event0374, Event0375, Event0376, Event0377, Event0378, Event0379, Event0380, Event0381, Event0382, Event0383, Event0384, Event0385",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 207, nn. 115-117 (17 ottobre-3 novembre 1757); f. 208, nn. 2-98; 33bis, 58a-c, 65a, 66a, 67a, 70a, 82a, 90a-b, 96a-b (27 agosto 1757-12 giugno 1762)."
Person_170,"Foscarini, Francesco",Francesco,Foscarini,,,,,già bailo alla corte del basileus,Male,,,"Position160, Position161",Event0386,,
Person_171,"Foscarini, Nicolò",Nicolò,Foscarini,,,,,,Male,,,"Position162, Position163",Event0386,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 231, nn. 1-109; 31a (14 maggio 1788-22 March 1790); f. 233, nn. 110-197, 199-205 (1 aprile 1790-22 ottobre 1791); f. 236, nn. 206-272; 269bis (1 novembre 1791-25 settembre 1792); f. 237, nn. 273-293 (1 ottobre 1792-1 giugno 1793); f. 238, n. 6 (22 dicembre 1792). * Relazione: Romanin , Storia documentata della Repubblica di Venezia , IX, pp. 508-519; Firpo, Relazioni, XIII, pp. 1139-1152."
Person_172,"Foscarini, Pietro",Pietro,Foscarini,,,,,,Male,,,Position164,"Event0387, Event0388",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 113, nn. 247-251; 225a, 228a, 230a-b, 238a (14 ottobre 1632-21 febbraio 1633); f. 114, nn. 1-3, 5-13, 15-30, 33-47, 49-58, 60; 8a (8 March 1633-7 gennaio 1634); f. 115, nn. 61-71, 73-85, 87-93 (7 febbraio-26 settembre 1634); f. 116, nn. 94-95, 97-109, 111, 113-115, 117-126, 128-133, 135-142, 144-149; 113a (15 ottobre 1634-24 febbraio 1636); f. 117, nn. 151-163, 165-170, 172-177, 179-182, 184-190; 152a, 156a (16 March -31 dicembre 1636); f. 118, nn. 5-19 (31 dicembre 1636-30 aprile 1637). * Relazione: Archivio di Stato di Venezia, CR, b. 6; Barozzi-Berchet, Le relazioni, I/2, pp. 69-104; Firpo, Relazioni, XIII, pp. 737-771. La relazione del segretario Angelo Alessandri, in Pedani, Relazioni inedite, pp. 635-683."
Person_173,"Foscarini, Pietro",Pietro,Foscarini,,,,,,Male,,,Position165,"Event0387, Event0388",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 121, nn. 1-3, 32-35; 203, 204 (1 settembre-10 novembre 1640); f. 122, nn. 1-7, 10-13; 13a, 15a (8 dicembre 1640-15 aprile 1641).* Relazione: Archivio di Stato di Venezia, CR, b. 6; Barozzi-Berchet, Le relazioni, I/2, pp. 105-120; Firpo, Relazioni, XIII, pp. 889-906."
Person_174,"Foscolo, Andrea",Andrea,Foscolo,,,,,già bailo alla corte del basileus,Male,,,Position166,"Event0387, Event0388",,
Person_175,"Foscolo, Andrea",Andrea,Foscolo,,,,,,Male,,,Position167,"Event0387, Event0388",,"Relazione: (Sommario) BNM, cod. it., cl. VII, 277 (5806), cc. 106-119; Pedani, Relazioni inedite, pp. 3-32."
Person_176,"Francesco Morosini, Giovanni",Giovanni,Francesco Morosini,,,,,,Male,,,Position168,Event0389,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 16, nn. 41, 50-54, 57-62, 64-69, 71-84, 86-92 (17 settembre 1582-24 febbraio 1583); f. 17, nn. 1-60 (8 March -23 agosto 1583); f. 18, nn. 1-50 (3 settembre 1583-23 febbraio 1584); f. 19, nn. 1-52 (6 March -21 agosto 1584); f. 20, nn. 1-62 (2 settembre 1584-26 febbraio 1585); f. 21, nn. 1-11, 13-16, 18-19, 2-29, 31-45 (12 March 1585-30 giugno 1585).* Relazione: Archivio di Stato di Venezia, CR, b. 5 (sommario e relazione); Relazione dell’ambasceria a Costantinopoli di Gianfrancesco Morosini, bailo della Repubblica di Venezia, dal 6 maggio 1582 al 12 giugno 1585, a cura di A. Marcello, Venezia 1854 (nozze Nievo-Bonin); Albéri, Le relazioni, III/3, pp. 251-322."
Person_177,"Gaetta, Paolo",Gaetta,Paolo,,Gaetta,Paolo;Paulo;Polo,,Dragoman,Male,Greca,Greek,Position169,"Event0390, Event0391",,
Person_178,"Garzoni, Agostino",Agostino,Garzoni,,,,,,Male,,,Position170,"Event0390, Event0391",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 222, n. 147 (11 ottobre 1781); f. 223, nn. 1-75; 49a (3 giugno 1781-25 novembre 1783); f. 224, nn. 76-125; 109bis (10 dicembre 1783-25 maggio 1785); f. 225, nn. 126-149; 132a (10 giugno 1785-3 July 1786); f. 226, nn. 6, 9, 14, 16, 20-21 (25 novembre 1785-25 febbraio 1786).* Relazione: Archivio di Stato di Venezia, CR, b. 7; Pedani, Relazioni inedite, pp. 1029-1039."
Person_179,"Garzoni, Camillo di",Garzoni,Camillo di,de,,,de';da,Dragoman,Male,Veneziana,Turkish,Position171,"Event0392, Event0393, Event0394",,
Person_180,"Geraci, Tomaso",Tomaso,Geraci,,,,,,Male,,,Position172,"Event0392, Event0393, Event0394",,
Person_181,"Gioveni, Stefano di",Gioveni,Stefano di,de,Gioveni;Giovenni;Giovani;Giovanni,Stefano;Steffano,de';da,Dragoman,Male,Christiana di Pera,Turkish,Position173,"Event0395, Event0396, Event0397, Event0398, Event0399, Event0400, Event0401, Event0402",PersonPerson0108,
Person_182,"Girachi, Giorgio",Girachi,Giorgio,,Girachi;Giraci;Gierachi;Gieraci,Giorgio;Georgio,,Dragoman,Male,Christiana di Pera,Turkish,"Position174, Position175","Event0403, Event0404, Event0405, Event0406, Event0407",PersonPerson0109,
Person_183,"Giustinian, Antonio",Antonio,Giustinian,,,,,,Male,,,Position176,Event0408,,"Relazione: Sanudo, I Diarii, XVII, coll. 737-739 (sommario); Albéri, Le relazioni, III/3, pp. 45-50 (da Sanudo)."
Person_184,"Giustinian, Ascanio",Ascanio,Giustinian,,,,,,Male,,,Position177,"Event0409, Event0410",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 167, nn. 91-94, 96-113 (4 July 1703-22 febbraio 1704); f. 168, nn. 1-93; 49a, 61a, 90a (23 febbraio 1703-12 gennaio 1706); f. 169, nn. 94-216; 101a, 104a, 150a, 204a, 216a-b (21 March 1706-21 maggio 1710); f. 170, nn. 6-12 (1 febbraio-15 March 1710)."
Person_185,"Giustinian, Francesco",Francesco,Giustinian,,,,,,Male,,,"Position178, Position179","Event0411, Event0412",,
Person_186,"Giustinian, Giorgio",Giorgio,Giustinian,,,,,,Male,,,Position180,Event0413,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 89, nn. 146-157 (22 agosto-26 dicembre 1620); f. 90, nn. 1-16; 1-17, 19-24 (10 maggio 1620-25 febbraio 1621); f. 91, dispacci inconsultabili ( March -agosto 1621); f. 92, nn. 57-96 (14 settembre 1621-19 febbraio 1622); f. 93, nn. 97-157; 140a-b (5 March -21 agosto 1622), f. 94, nn. 168-242, dispacci inconsultabili (1 ottobre 1622-30 aprile 1623); f. 95, dispacci inconsultabili ( March -agosto 1623); f. 96, nn. 284-342 (2 settembre 1623-17 febbraio 1624); f. 97, nn. 343-409 (2 March -31 agosto 1624); f. 98, nn. 410-414, 416-466 (14 settembre 1624-27 febbraio 1625); f. 99, nn. 467-493; 9-10; 479a (3 March -4 giugno 1625); f. 100, nn. 494-542; 496a (28 giugno-3 novembre 1625); f. 101, nn. 543-574; 551a (1 dicembre 1625-21 febbraio 1626); f. 102, nn. 575-632 (7 March -23 agosto 1626); f. 103, nn. 633-688 (5 settembre 1626-27 febbraio 1627); f. 104, nn. 689-706; 8, 8a-c, 11a-c (13 March -4 July 1627); SAPC, n. 5, cc. 571-627v (copiario, 13 gennaio-28 aprile 1621); n. 17 (copiario 22 agosto-10 dicembre 1620); n. 18 (copiario 10 settembre 1620-30 March 1627); n. 19 (minutario 10 settembre 1620-30 giugno 1621; 19 March -11 July 1622; 8 giugno 1625-7 febbraio 1626); n. 20 (minutario 16 maggio 1626-27 febbraio 1627).* Relazione: Archivio di Stato di Venezia, CR, b. 6; Pedani, Relazioni inedite, pp. 525-633."
Person_187,"Giustinian, Marco",Marco,Giustinian,,,,,Capitano generale da mar,Male,,,Position181,Event0414,,
Person_188,"Giustinian, Nicolò",Nicolò,Giustinian,,,,,,Male,,,"Position182, Position183","Event0415, Event0416, Event0417",,
Person_189,"Giustinian, Onfrè",Onfrè,Giustinian,,,,,,Male,,,Position184,Event0418,,
Person_190,"Gradenigo, Bartolomeo",Bartolomeo,Gradenigo,,,,,,Male,,,Position185,Event0419,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 217, nn. 1-14, 16-44; 14a-b, 41a (2 aprile 1775-18 febbraio 1777); f. 218, nn. 45-85 (4 March 1777-17 March 1778); f. 219, nn. 86-114 (3 aprile 1778-16 giugno 1779); f. 220, nn. 6-8 (3 ottobre-17 novembre 1778)."
Person_191,"Gradenigo, Giovanni",Giovanni,Gradenigo,,,,,,Male,,,Position186,Event0419,,
Person_192,"Gradenigo, Vincenzo",Vincenzo,Gradenigo,,,,,,Male,,,Position187,Event0420,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 49, nn. 25-26, 30, 35 (15 July -28 agosto 1599); f. 50, nn. 2, 8, 12, 17-20, 22-23, 25-31, 33-34 (5 settembre 1599-7 febbraio 1600); dispaccio del figlio Francesco, f. 51, n. 1 (2 March 1600). * Relazione: H. Brown , Il viaggio di Vincenzo Gradenigo, bailo, da Venezia a Costantinopoli. 1599, in Scritti storici in memoria di Giovanni Monticolo, Padova [1923, pp. 43-70."
Person_193,"Grillo, Agustin",Agustin,Grillo,,,,,,Male,,,,Event0420,,
Person_194,"Grillo, Ambrogio",Ambrogio,Grillo,,,,,,Male,,,,Event0420,,
Person_195,"Grillo, Ambrogio (II)",Grillo,Ambrogio (II),II,Grillo;Grilli;Grilo,Ambrosio;Ambrogio;Ambroggio,,Dragoman,Male,Christiana di Pera,Turkish,Position188,"Event0421, Event0422, Event0423, Event0424, Event0425, Event0426","PersonPerson0110, PersonPerson0111, PersonPerson0112, PersonPerson0113",Luca 2008
Person_196,"Grillo, Ambrosio (I)",Grillo,Ambrosio (I),II,Grillo;Grilli;Grilo,Ambrosio;Ambrogio;Ambroggio,,Dragoman,Male,Christiana di Pera,Turkish,Position189,"Event0427, Event0428, Event0429, Event0430, Event0431, Event0432, Event0433, Event0434, Event0435, Event0436, Event0437","PersonPerson0114, PersonPerson0115, PersonPerson0116, PersonPerson0117",Luca 2008
Person_197,"Grillo, Battestina",Battestina,Grillo,,,,,,Female,,,,"Event0427, Event0428, Event0429, Event0430, Event0431, Event0432, Event0433, Event0434, Event0435, Event0436, Event0437",,
Person_198,"Grillo, Cassandra",Cassandra,Grillo,,,,,,Female,,,,"Event0427, Event0428, Event0429, Event0430, Event0431, Event0432, Event0433, Event0434, Event0435, Event0436, Event0437",,
Person_199,"Grillo, Francesco",Francesco,Grillo,,,,,,Male,,,,"Event0427, Event0428, Event0429, Event0430, Event0431, Event0432, Event0433, Event0434, Event0435, Event0436, Event0437",,
Person_200,"Grillo, Gioia",Gioia,Grillo,,,,,,Female,,,,"Event0427, Event0428, Event0429, Event0430, Event0431, Event0432, Event0433, Event0434, Event0435, Event0436, Event0437",,
Person_201,"Grillo, Giovanni Antonio",Grillo,Giovanni Antonio,,Grillo;Grilli;Grilo,Gio: Antonio;Gio: Ant.o;Zuan Antonio;Zuane Antonio;Zuanne Antonio;Zuan Ant.o;Zuane Ant.o;Zuanne Ant.o,,Dragoman,Male,Christiana di Pera,Turkish,"Position190, Position191","Event0438, Event0439, Event0440, Event0441, Event0442, Event0443, Event0444, Event0445, Event0446, Event0447, Event0448, Event0449, Event0450, Event0451, Event0452, Event0453","PersonPerson0118, PersonPerson0119, PersonPerson0120, PersonPerson0121, PersonPerson0122",Luca 2008. 2 other daughters b. before 1636
Person_202,"Grillo, Tommaso",Tommaso,Grillo,,,,,,Male,,,,"Event0438, Event0439, Event0440, Event0441, Event0442, Event0443, Event0444, Event0445, Event0446, Event0447, Event0448, Event0449, Event0450, Event0451, Event0452, Event0453",,
Person_203,"Gritti, Andrea",Andrea,Gritti,,,,,,Male,,,Position192,Event0454,,"Relazione: Relazione di Andrea Gritti, oratore straordinario per la Repubblica di Venezia al Sultano Bajezid II: letta in Senato li 2 dicembre 1503, a cura di V. Lazari, Firenze 1854; Albéri, Le relazioni, III/3, pp. 1-44."
Person_204,"Gritti, Battista",Battista,Gritti,,,,,,Male,,,Position193,Event0454,,
Person_205,"Gritti, Francesco",Francesco,Gritti,,,,,,Male,,,Position194,Event0455,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 176, nn. 157-175 (12 ottobre 1723-6 maggio 1724); f. 177, nn. 1-15, 17-47 (26 maggio 1723-17 July 1724); f. 178, nn. 48-89 (4 agosto 1724-27 febbraio 1725); f. 179, nn. 90-146, 148-156; 110a (3 March 1725-25 febbraio 1726); f. 180, nn. 157-206 (3 March 1726-22 March 1727); f. 181, nn. 9-12 (16 ottobre 1726-4 gennaio 1727); SAPC, n. 35, cc. 105-179 (copiario, 30 July 1722-7 maggio 1724).* Relazione: Archivio di Stato di Venezia, CR, b. 7; Pedani, Relazioni inedite, pp. 883-948."
Person_206,"Gritti, Lorenzo",Lorenzo,Gritti,,,,,,Male,,,Position195,Event0456,,
Person_207,"Guerin, Dimitri",Guerin,Dimitri,,Guerin;Guerini;Guerino,Dimitri;Dimitrio;Dimitrios;Demetrios;Demeter,,Dragoman,Male,Greca,Greek,Position196,"Event0457, Event0458",,
Person_208,"Jona, Marco Moise",Jona,Marco Moise,,Jona;Giona;Jonas;Gionas,Marco Moise;Marco;Moise;Marco Mois;Marco Moisè,,Dragoman,Male,Ebrea,Hebrew,Position197,"Event0457, Event0458",PersonPerson0123,
Person_209,"Leparini, Giulio",Leparini,Giulio,,"Leparini;Leparin;Leparino;Leporini;Leporino;Leporin",Giulio,,Dragoman,Male,Schiava,Slavic,Position198,"Event0459, Event0460, Event0461",,
Person_210,"Libertopulo, Andrea",[Libertopulo,Andrea,,Libertopulo;Libertopoulo;Libertopulou;Libertopoulou,Andrea,,Dragoman,Male,Greca?,Turkish,Position199,Event0462,,
Person_211,"Lippomano, Girolamo",Girolamo,Lippomano,,,,,,Male,,,Position200,Event0463,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 31, nn. 18, 22, 29, 31-34, 36-54 (7 maggio-18 agosto 1590); f. 32, nn. 1-50 (1 settembre 1590-16 febbraio 1591); f. 33, nn. 1-14, 17, 20, 22-30 (2 March -14 giugno 1591)."
Person_212,"Logoteti, Michiel",Logoteti,Michiel,,Logoteti;Logotetti;Logoteli;Logotelli;Logotello;Luogotello;Luogoteli;Luogoteti;Luogotetti,Michiel;Michele,,Dragoman,Male,Greca,Turkish;Arabic ('Mora');Greek,Position201,"Event0464, Event0465",PersonPerson0124,
Person_213,"Loredan, Alvise",Alvise,Loredan,,,,,Comandante delle galee pontificie,Male,,,Position202,"Event0464, Event0465",,
Person_214,"Loredan, Bernabò",Bernabò,Loredan,,,,,Duca di Salonicco,Male,,,Position203,"Event0466, Event0467",,
Person_215,"Loredan, Giovanni",Giovanni,Loredan,,,,,già bailo alla corte del basileus,Male,,,"Position204, Position205","Event0468, Event0469, Event0470",,
Person_216,"LOREDAN, PIETRO",PIETRO,LOREDAN,,,,,Capitano generale da Mar,Male,,,Position206,"Event0468, Event0469, Event0470",,
Person_217,"Malipiero, Marino",Marino,Malipiero,,,,,,Male,,,Position207,Event0471,,
Person_218,"Malipiero, Tommaso",Tommaso,Malipiero,,,,,,Male,,,Position208,Event0471,,
Person_219,"Mamuca della Torre, Marc'Antonio",Marc'Antonio,Mamuca della Torre,,,,,,Male,,,Position209,Event0471,,
Person_220,"Manenti, Alvise",Alvise,Manenti,,,,,Segretario,Male,,,Position210,Event0471,,"Relazione: Sanudo, I diarii, III, coll. 179-181 (sommario)."
Person_221,"Marcello, Bartolomeo",Bartolomeo,Marcello,,,,,,Male,,,"Position211, Position212","Event0472, Event0473",,
Person_222,"Marcello, Girolamo",Girolamo,Marcello,,,,,,Male,,,Position213,"Event0472, Event0473",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 1A, nn. 1bis-2 (3-18 giugno 1492)."
Person_223,"Marcovich, Christoforo",Marcovich,Christoforo,,Marcovic;Marcovici;Marcovicio,Christoforo;Cristoforo;Christophoro;Cristophoro;Cristofalo;Christofalo;Christofallo;Cristofallo;Christofero;Cristofero;Christoffero;Cristoferro,,Dragoman,Male,Schiava,Serbian,Position214,"Event0474, Event0475",,
Person_224,"Marucini, Baldissera",Baldissera,Marucini,,,,,,Male,,,,"Event0474, Event0475",,
Person_225,"Marucini, Gio: Francesco",Marucini,Gio: Francesco,,Marucini;Marucino,Gio: Francesco;Giovanni Francesco;Gio: Fr.o;Giovanni Fr.o;Zuan Francesco;Guanne Francesco;Zuane Francesco;Zuan Fr.o;Zuanne Fr.o;Zuane Fr.o,,Dragoman,Male,Veneziana,Turkish,"Position215, Position216","Event0476, Event0477, Event0478",PersonPerson0125,
Person_226,"Marucini, Lodovico",Marucini,Lodovico,,Marucini;Marucino,Lodovico;Ludovico,,Dragoman,Male,Veneziana,Turkish,"Position217, Position218","Event0479, Event0480, Event0481, Event0482, Event0483, Event0484, Event0485, Event0486, Event0487","PersonPerson0126, PersonPerson0127, PersonPerson0128, PersonPerson0129",
Person_227,"Marucini, Lorenzo",Lorenzo,Marucini,,,,,,Male,,,,"Event0479, Event0480, Event0481, Event0482, Event0483, Event0484, Event0485, Event0486, Event0487",,
Person_228,"Marucini, Ludovico",Ludovico,Marucini,,,,,,Male,,,,"Event0479, Event0480, Event0481, Event0482, Event0483, Event0484, Event0485, Event0486, Event0487",,
Person_229,"Marucini, Matteo",Marucini,Matteo,,Marucini;Marucino,Mateo;Matteo,,Dragoman,Male,Veneziana,Turkish,Position219,"Event0488, Event0489, Event0490, Event0491, Event0492, Event0493, Event0494","PersonPerson0130, PersonPerson0131, PersonPerson0132, PersonPerson0133, PersonPerson0134, PersonPerson0135",Theunissen 1998
Person_230,"Maruffo, Pietro",Maruffo,Pietro,,Marufo;Maruffo;Marulo;Marullo,Pietro;Petro;Piero;Pero,,Dragoman,Male,Veneziana,Turkish,Position220,"Event0495, Event0496, Event0497",,
Person_231,"Marullo, Alessandro",Marullo,Alessandro,,Marullo;Marulo;Maruffo;Marufo,Alessandro,,Dragoman,Male,,Slavic,Position221,Event0498,,
Person_232,"Mascellini, Anna",Anna,Mascellini,,,,,,Female,,,,Event0498,,
Person_233,"Mascellini, Francesco",Mascellini,Francesco,,Mascellini;Mascelini,Francesco;Fra.o;Fr.o,,Dragoman,Male,Christiana di Pera,,Position222,"Event0499, Event0500","PersonPerson0136, PersonPerson0137, PersonPerson0138, PersonPerson0139, PersonPerson0140, PersonPerson0141",[Luca 2008: 118-9
Person_234,"Mascellini, Gianesina",Gianesina,Mascellini,,,,,,Female,,,,"Event0499, Event0500",,
Person_235,"Mascellini, Giovanni",Giovanni,Mascellini,,,,,,Male,,,Position223,"Event0501, Event0502",,
Person_236,"Mascellini, Laura",Laura,Mascellini,,,,,,Female,,,,"Event0501, Event0502",,
Person_237,"Membre, Michiel",Membre,Michiel,,Membre;Membrè,Michiel;Michele,,Dragoman,Male,Cipriota,Turkish;Greek;Persian?,Position224,"Event0503, Event0504, Event0505, Event0506, Event0507, Event0508",,Von Palombini 1968: 78-97; Scarcia 1969; Morton 1993; Arbel 2002; Conley 2002; Bombaci 1948; Fabris 1989; Casale 2005; Arbel 2013; Römer 2008
Person_238,"Memmo, Andrea",Andrea,Memmo,,,,,,Male,,,Position225,"Event0509, Event0510",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 171, nn. 168-179 (7 aprile-5 giugno 1714); f. 172, nn. 1-27; 1bis, 16a, 22a, 24a (24 ottobre 1713-18 ottobre 1715); SAPC, n. 35, cc. 1-89 (copiario, 14 dicembre 1712-18 ottobre 1715). Dispacci del segretario Domenico Franceschi, f. 172, nn. 27a-f (8 dicembre 1714-5 maggio 1715); SAPC, n. 35, cc. 90-103 (8 dicembre 1714-5 maggio 1715). * Relazione: Archivio di Stato di Venezia, CR, b. 7; BMC, PD , 86c, cc. 27-36; Relazioni dirette al Veneto Senato da Andrea Memmo già bailo a Costantinopoli nel 1714 e 1715, intorno alla prigionia da lui sofferta al Tospanà e nel castello di Abido , Venezia 1840, (nozze Gradenigo-Spaur)."
Person_239,"Memmo, Andrea",Andrea,Memmo,,,,,,Male,,,Position226,"Event0509, Event0510",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 220, nn. 1-55, 36a (6 maggio 1778-18 ottobre 1779); f. 221, nn. 56-113, 115 (3 novembre 1779-28 gennaio 1781); f. 222, nn. 116-153; 153a (1 febbraio 1781-14 giugno 1782); f. 223, nn. 4-7, 9-10, 12-13, 17-18 (26 ottobre 1781-20 aprile 1782). Dispaccio del segretario Giuseppe Maria Giacomazzi, f. 221, n. 108a (1 dicembre 1780). *Relazione: Archivio di Stato di Venezia : CR , b. 7; Pedani, Relazioni inedite, pp. 973-1027."
Person_240,"Memmo, Marino",Marino,Memmo,,,,,Provveditore,Male,,,Position227,"Event0509, Event0510",,
Person_241,"Miani, Giovanni",Giovanni,Miani,,,,,Capitano in Golfo,Male,,,Position228,"Event0509, Event0510",,
Person_242,"Michiel, Fantino",Fantino,Michiel,,,,,Capitano generale da Mar,Male,,,Position229,"Event0509, Event0510",,
Person_243,"Minio, Marco",Marco,Minio,,,,,,Male,,,Position230,"Event0511, Event0512, Event0513, Event0514",,"Relazione: Archivio di Stato di Venezia, CR, b. 61, reg. 1, cc. 1-10; E. Cicogna, Relazione di Costantinopoli di Messer Marco Minio, patrizio veneto, Anno MDXXI, Venezia 1845; Albéri, Le relazioni, III/3, pp. 69-91."
Person_244,"Minio, Marco",Marco,Minio,,,,,,Male,,,Position231,"Event0511, Event0512, Event0513, Event0514",,"Relazione: Sanudo, I diarii, XLVI, coll. 175-177 (sommario); Albéri, Le relazioni, III/3, pp. 113-118 (da Sanudo)."
Person_245,"Mocenigo, Alvise",Alvise,Mocenigo,,,,,,Male,,,Position232,"Event0515, Event0516, Event0517, Event0518",,"Relazione: di Bartolomeo Contarini, Sanudo, I diarii, XXVII, coll. 36-44 (sommario); Albéri, Le relazioni, III/3, pp. 55-58 (da Sanudo); di Alvise Mocenigo, Sanudo, I diarii, XXV, coll. 439-441 (sommario); Albéri, Le relazioni, III/3, pp. 51-55 (da Sanudo)."
