document_id,title,page,languages,english_summary,transcription,transliteration,date,date_text,date_type,places,topics,agencies,related_objects,notes,related_people,related_document,genre
Copy_of_Documents-Zadar_20,Italian translation of the letter from Mehmed-beg Atlagic to the proveditor general about some earnings. Includes proveditor's reply.,,Italian,,,,1675-12-20,,Gregorian,,customs,,ArchivalObject029,,PersonDocumentRelation0327,,
Copy_of_Documents-Zadar_21,Letter from proveditor Grimani to Muhamed-beg Durakbegovic regarding Lovro Radanovic,,,,,,1676-01-04,,Gregorian,,unspecified correspondence,,ArchivalObject089,,,,
Copy_of_Documents-Zadar_22,"Italian translation of the letter from Ali-aga, captain of Udvin, to proveditor general about a theft of Zegar people",,Italian,,,,1676-01-13,,Gregorian,,theft,,ArchivalObject087,,,,
Copy_of_Documents-Zadar_23,Letter from Haz-aga Kurbegovic to proveditor in Zadar in which he congratulates him on his placement,,Bosnian,,,,1676-01-17,,Gregorian,Zegar,diplomatic protocol;office,,ArchivalObject086,,,,
Copy_of_Documents-Zadar_24,"Hearing before proveditor Grimani of Vucet Vukicevic, on the request of Ali-beg of Udvin because he attacked some Ottoman subjects",,,,,,1676-01-19,,Gregorian,Zadar;Neretva,jurisdiction,,ArchivalObject088,,,,
Copy_of_Documents-Zadar_25,"Letter from Homer-pasha, Bosnian defterdar, to proveditor general",,Italian,,,,1676-01-23,,Gregorian,Zadar,unspecified correspondence,,ArchivalObject085,,,,
Copy_of_Documents-Zadar_26,Letter from prince [knez] of Novigrad to proveditor general writing how some Ottoman prisoners had escaped from the fortress,,,,,,1676-02-29,,Gregorian,Sarajevo,captivity;jurisdiction,,ArchivalObject084,,,,
Copy_of_Documents-Zadar_27,"Letter from proveditor Grimani to Krc sanjak, saying they will be punished for breaking of peace on the border. From Zadar.",,,,,,1676-03-18,,Gregorian,Novigrad,border conflict,,ArchivalObject037,,,,
Copy_of_Documents-Zadar_28,Letter from proveditor Grimani to Hasan-beg Durakbegovic about conflict between his people in Vrana and the people in Pakostane,,,,,,1676-03-23,,Gregorian,Krc;Zadar,border conflict,,ArchivalObject083,,,,
Copy_of_Documents-Zadar_29,Proveditor general Grimani writes to the Knin captain Mehmed-beg Atlagic about a conflict between the Ottomans of Vrana with the Venetian populace on the border,,,,,,1676-03-23,,Gregorian,Vrana;Pakostane,border conflict,,ArchivalObject082,,PersonDocumentRelation0328,,
Copy_of_Documents-Zadar_30,"Italian translation of the letter of Bosnian defterdar, Musli efendi, to the proveditor general recommending his emin whom he sends to Zadar",,,,,,1676-03-28,,Gregorian,Knin,safe conduct,,ArchivalObject081,,,,
Copy_of_Documents-Zadar_31,Letter from don Petar Klaricic to proveditor general about the movements of the Ottoman army,,Italian,,,,1676-04-13,,Gregorian,Zadar,border conflict,,ArchivalObject038,,,,
Copy_of_Documents-Zadar_32,"Mehmed-beg Atlagic, captain of Knin, writes to the proveditor general Grimani regarding his serf Jurica Maglicic",,"Serbo-Croatian, Italian",,,,1676-04-22,,Gregorian,,jurisdiction;serf,,ArchivalObject079,,PersonDocumentRelation0329,,
Copy_of_Documents-Zadar_33,Letter from some Ottoman and Christian merchants in a lazaretto in Split to the  proveditor general complaining how they are being treated,,Italian,,,,1676-05-03,,Gregorian,,customs;jurisdiction,,ArchivalObject077,,,,
Copy_of_Documents-Zadar_34,"Letter from captain of Knin, Mehmed-beg Atlagic, to proveditor general regarding some illegal immigrant.",,Italian,,,,1676-05-06,,Gregorian,Split,jurisdiction,,ArchivalObject078,,PersonDocumentRelation0330,,
Copy_of_Documents-Zadar_35,Letter from Ali-beg Korbegovic to proveditor Grimani,,Italian,,,,1676-05-24,,Gregorian,Knin,unspecified correspondence,,ArchivalObject039,,,,
Copy_of_Documents-Zadar_36,Termination of pasture and dwelling in Podgorje by proveditor general Grimani. From Zadar.,,,,,,1676-06-04,,Gregorian,Neretva,customs;jurisdiction,,ArchivalObject123,,,,
Copy_of_Documents-Zadar_37,Letter from Bosnian defterdar Musli-efendi to proveditor general,,Bosnian,,,,1676-06-16,,Gregorian,Podgorje;Zadar,unspecified correspondence,,ArchivalObject028,,,,
Copy_of_Documents-Zadar_38,Letter from the proveditor general to the captain Cesare Casanova regarding treasure theft done by the Ottomans of Udbina to the Venetian subjects of Obrovac,,,,,,1676-07-02,,Gregorian,,theft,,ArchivalObject119,,,,
Copy_of_Documents-Zadar_39,Italian translation of the letter from disdars and agas of Skradin to the proveditor general regarding an attack on Ottoman subjects in front of Skradin. Includes proveditor's reply.,,Italian,,,,1676-07-23,,Gregorian,Udbina;Obrovac,murder,,ArchivalObject036,,,,
Copy_of_Documents-Zadar_40,Italian translation of the letter from Jura Kacic to proveditor general,,Italian,,,,1676-08-08,,Gregorian,Skradin,unspecified correspondence,,ArchivalObject076,,,,
Copy_of_Documents-Zadar_41,"Klis sanjak, the replacement of Bosnian pasha, writes to the proveditor general that the Venetian subjects attacked his subject named Tadija Babic",,Italian,,,,1676-08-10,,Gregorian,Cista,border conflict;murder,,ArchivalObject080,,,,
Copy_of_Documents-Zadar_42,Invitation from proveditor general directed to the villagers of Stovrece to his hearing because of Celil-aga Babahmetovic's plaint,,Bosnian,,,,1676-09-06,,Gregorian,Livno,jurisdiction,,ArchivalObject034,,,,
Copy_of_Documents-Zadar_43,Record file of the proveditor's hearing of the accused based on Calil-aga Babahmetovic's writings about incidents on the border,,,,,,1676-09-07,,Gregorian,Split;Stovrece,border conflict;jurisdiction,,ArchivalObject146,,,,
Copy_of_Documents-Zadar_44,"Italian translation of the letter from captains, dizdars and other chiefs of Sinje to proveditor general about how some  Venetian subjects broke a vineyard belonging to Zelil-aga Baba Ahmetovic near Strosonat (?)",,,,,,1676-09-08,,Gregorian,Split,border conflict,,ArchivalObject033,,PersonDocumentRelation0331,,
Copy_of_Documents-Zadar_45,"Letter from an emin of Makarska to proveditor general about salt, that is exported by Ottomans from a ferry",,Italian,,,,1676-09-15,,Gregorian,Sinje,salt trade,,ArchivalObject040,,,,
Copy_of_Documents-Zadar_46,Letter from proveditor Grimani to Hasan-beg Durakbegovic,,,,,,1677-01-23,,Gregorian,Makarska,unspecified correspondence,,ArchivalObject075,,,,
Copy_of_Documents-Zadar_47,Meeting of all the leaders and judges of the Zadar territories in Zadar and resulting enactments.,,,,,,1677-02-14,,Gregorian,,diplomatic protocol,,ArchivalObject122,,,,
Copy_of_Documents-Zadar_48,Letter from Bosnian defterdar to proveditor Grimani,,Italian,,,,1677-02-25,,Gregorian,Zadar,unspecified correspondence,,ArchivalObject090,,,,
Copy_of_Documents-Zadar_49,Letter from Mehmed-beg Durakbegovic to proveditor Grimani,,Italian,,,,1677-04-05,,Gregorian,,unspecified correspondence,,ArchivalObject071,,,,
Copy_of_Documents-Zadar_50,Italian translation of the letter from Ali-beg Korbegovic to proveditor Grimani,,Italian,,,,1677-04-06,,Gregorian,,unspecified correspondence,,ArchivalObject064,,,,
Copy_of_Documents-Zadar_51,Letter from hadzi beg Kurbegovic to the proveditor general.,,Bosnian,,,,1677-04-06,,Gregorian,,unspecified correspondence,,ArchivalObject068,,,,
Copy_of_Documents-Zadar_52,Reply from proveditor Grimani to the Bosnian defterdar with regards to the merchants of Ancona who were retained on the ferry in Dubrovnik,,,,,,1677-04-06,,Gregorian,Neretva,captivity;customs;jurisdiction,,ArchivalObject070,,,,
Copy_of_Documents-Zadar_53,Letter from Bosnian defterdar to proveditor Grimani notifying him that some  merchants of Ancona were retained on the ferry in Dubrovnik,,Italian,,,,1677-04-14,,Gregorian,Dubrovnik,captivity;customs;jurisdiction,,ArchivalObject069,,,,
Copy_of_Documents-Zadar_54,"Letter from proveditor in Jelsa, Hvar to the emin of Makar regarding the measures of the branch office.",,,,,,1677-05-06,,Gregorian,Dubrovnik;Ancona,jurisdiction,,ArchivalObject067,,,,
Copy_of_Documents-Zadar_55,"Letter from Mehmed-beg Atlagic, captain of Knin, to the proveditor in which he recommends him his deputy/minister.",,Ottoman Turkish,,,,1677-06-01,,Gregorian,Jelsa,diplomatic protocol;office,,ArchivalObject063,,PersonDocumentRelation0332,,
Copy_of_Documents-Zadar_56,Letter from prince [knez] Pavle [Paul] and all of those from Njegusi to proveditor general regarding some injustices caused by Venetian subjects,,Italian,,,,1677-07-04,,Gregorian,,border conflict,,ArchivalObject061,,,,
Copy_of_Documents-Zadar_57,Letter from the princes of Grbalj in Zupa to proveditor Grimani on the occasion of  his arrival to Kotor,,,,,,1677-07-05,,Gregorian,Njegosi,diplomatic protocol;office,,ArchivalObject060,,,,
Copy_of_Documents-Zadar_58,Letter in Italian from the Ottoman leaders in Spic to proveditor general regarding opposition to the violence against the people of Pastrovic*,,Italian,,,,1677-07-06,,Gregorian,Kotor,border conflict;jurisdiction,,ArchivalObject056,,,,
Copy_of_Documents-Zadar_59,Italian translation of the letter from the captain Daut-aga of Herceg Novi and other chiefs to the proveditor Grimani on the occasion of his arrival to Kotor,,Italian,,,,1677-07-08,,Gregorian,Spic;Pastrovic,office,,ArchivalObject059,,,,
Copy_of_Documents-Zadar_60,Letter from brothers Mustafic and other Ottomans of Ceklic to the proveditor discussing how some of their members died in Budva,,Bosnian,,,,1677-07-08,,Gregorian,Kotor;Herceg Novi,murder,,ArchivalObject065,,,,
Copy_of_Documents-Zadar_61,"Proveditor general's reply to the letter [Box 13, Filza LXXXIV, poz. broj 31] sent by the Ottoman leaders of Spic discussing opposition to the violence against the Pastrovic",,,,,,1677-07-12,,Gregorian,Budva,jurisdiction,,ArchivalObject057,,,,
Copy_of_Documents-Zadar_62,"Correspondence between Azi-beg Kurbetovic and Muhamed-beg Durakbegovic, sanjak-beg of Krc, one from proveditor Grimani and another about the affairs of those from Vinjerac and the Ottomans of Lika",,Bosnian,,,,1677-07-20,,Gregorian,Spic,border conflict,,ArchivalObject031,,,,
Copy_of_Documents-Zadar_63,Letter from the captain Daut-aga of Herceg Novi and other chiefs to the proveditor general Grimani regarding disorder caused by the people of Pastrovic,,,,,,1677-07-30,,Gregorian,Krc;Vinjerac;Lika;Kotor,border conflict;jurisdiction,,ArchivalObject058,,,,
Copy_of_Documents-Zadar_64,Letter from the prince [knez] Batric and other Ottomans of Cetinje regarding some border quarells. Written in Cyrillic.,,Serbo-Croatian,,,,1677-08-05,,Gregorian,Pastrovic;Herceg Novi,border conflict,,ArchivalObject053,,,,
Copy_of_Documents-Zadar_65,"Letter from the agas of Risan and other chiefs to the general proveditor, written in Bosnian Cyrillic, regarding a murder of someone named Chierinbegovich",,Bosnian,,,,1677-08-07,,Gregorian,Cetinje,murder,,ArchivalObject052,,,,
Copy_of_Documents-Zadar_66,"Italian translation of letter no. 26 [Box 13, Filza LXXIV, poz. broj 26]",,Italian,,,,1677-08-10,,Gregorian,Risan,unspecified correspondence,,ArchivalObject051,,PersonDocumentRelation0333,,
Copy_of_Documents-Zadar_67,"Italian translation of the letter from the agas of Obrovac to proveditor Grimani in Kotor regarding a dispute in Obrovac, written in Bosnian cyrillic.",,Italian,,,,1677-08-10,,Gregorian,Lika,border conflict;jurisdiction,,ArchivalObject048,,,,
Copy_of_Documents-Zadar_68,"Italian translation of the letter sent by Mehmed-beg Durakbegovic of Lika sanjak,  written in Bosnian cyrillic, to the general Grimani regarding disputes in Lika.",,Italian,,,,1677-08-10,,Gregorian,Obrovac;Kotor,jurisdiction,,ArchivalObject049,,,,
Copy_of_Documents-Zadar_69,"Letter from an assembly in Maina to proveditor general, where they are complaining how they were left under the Ottoman rule.",,Bosnian,,,,1677-08-10,,Gregorian,Lika,border conflict;jurisdiction,,ArchivalObject055,,,,
Copy_of_Documents-Zadar_70,"Letter written in Bosnian Cyrillic from the captain of Knin, Mehmed-beg Atlagic, to the proveditor general regarding an affair in Lika",,Bosnian,,,,1677-08-10,,Gregorian,Maina,jurisdiction,,ArchivalObject050,,PersonDocumentRelation0334,,
Copy_of_Documents-Zadar_71,"Italian translation of the letter in Bosnian Cyrillic from Musli-efendi, Bosnian defterdar, to proveditor Grimani",,Italian,,,,1677-10-02,,Gregorian,Lika,unspecified correspondence,,ArchivalObject074,,,,
Copy_of_Documents-Zadar_72,Italian translation of the letter in Bosnian Cyrillic from Muhamed-beg Durakbegovic to proveditor Grimani inviting him to a celebration in honour of his son's education.,,Italian,,,,1677-10-07,,Gregorian,,Sociability;office,,ArchivalObject035,,,,
Copy_of_Documents-Zadar_73,Letter in Bosnian Cyrillic from Muhamed-beg Durakbegovic to proveditor Grimani inviting him to a celebration in honour of his son's education.,,Bosnian,,,,1677-10-07,,Gregorian,,Sociability;office,,ArchivalObject032,,,,
Copy_of_Documents-Zadar_74,Letter from proveditor general to the agas of Obrovac regarding how the Ottoman subjects have attacked some people from Novigrad near their mill. From Zadar.,,,,,,1677-10-29,,Gregorian,,border conflict;jurisdiction,,ArchivalObject043,,,,
Copy_of_Documents-Zadar_75,Letter from proveditor Grimani to the captain of Knin  Ahmed-beg Atlagic regarding disorder in Novigrad,,,,,,1677-11-03,,Gregorian,Obrovac;Novigrad,border conflict;jurisdiction,,ArchivalObject045,,"PersonDocumentRelation0335, PersonDocumentRelation0336",,
Copy_of_Documents-Zadar_76,"Letter from the agas of Obrovac to proveditor Grimani, written in Bosnian cyrillic, as a response to the prior letter regarding the Ottoman attack on some people from Novigrad near their mill",,Bosnian,,,,1677-11-07,,Gregorian,Novigrad,border conflict;jurisdiction,,ArchivalObject044,,,,
Copy_of_Documents-Zadar_77,Letter from proveditor in Novigrad to the proveditor general in Zadar regarding conflict between people from Novigrad in Obrovac with the Obrovac locals. From Novigrad.,,,,,,1677-11-20,,Gregorian,Obrovac,border conflict;jurisdiction,,ArchivalObject099,,,,
Copy_of_Documents-Zadar_78,"Letter from proveditor general to the Obrovac agas regarding letter no. 9[i.e. letter located in Box 13, Filza LXXXIV, poz. broj 9]. From Zadar.",,,,,,1677-11-23,,Gregorian,Novigrad;Obrovac,border conflict;jurisdiction,,ArchivalObject041,,,,
Copy_of_Documents-Zadar_79,Italian translation of the letter from Muhamed-beg Durakbegovic to proveditor Grimani regarding a murder of a person named Marko Tomic,,Italian,,,,1677-12-16,,Gregorian,Obrovac,murder,,ArchivalObject054,,,,
Copy_of_Documents-Zadar_80,Proveditor Grimani's termination of pasture and residence [rights] in Podgorje. From Zadar.,,,,,,1678-04-08,,Gregorian,,jurisdiction,,ArchivalObject121,,,,
Copy_of_Documents-Zadar_81,"Letter from Mehmed efendi, Bosnian defterdar, to the proveditor general requesting termination of trade on the ferry in Obrovac because of contagious diseases",,"Italian, Bosnian",,,,1680-01-27,,Gregorian,Podgorje,customs,,ArchivalObject134,,,,
Copy_of_Documents-Zadar_82,Letter from the Bosnian defterdar Mehmed to the proveditor general,,Italian,,,,1680-05-06,,Gregorian,Obrovac,unspecified correspondence,,ArchivalObject127,,,,
Copy_of_Documents-Zadar_83,"Report of a merchant from Sarajevo, Paulo Agostini, regarding the travel to Venice and the news about Durak beg",,,,,,1680-05-22,,Gregorian,Sarajevo,unspecified correspondence,,ArchivalObject132,,PersonDocumentRelation0337,,
Copy_of_Documents-Zadar_84,Letter from Bosnian defterdar Mehmed to the proveditor general,,Italian,,,,1680-07-01,,Gregorian,Venice,unspecified correspondence,,ArchivalObject126,,,,
Copy_of_Documents-Zadar_85,"Letter from a Klis judge, a castellan and agas from Sinj to the proveditor general",,Italian,,,,1680-07-08,,Gregorian,Sarajevo,unspecified correspondence,,ArchivalObject128,,,,
Copy_of_Documents-Zadar_86,Letter from the Bosnian defterdar to the proveditor general regarding Sultan's rights to the lands cultivated by Venetian subjects,,Italian,,,,1680-07-14,,Gregorian,Klis;Sinj,border conflict;jurisdiction,,ArchivalObject125,,,,
Copy_of_Documents-Zadar_87,Letter from Catholics of Budva to the proveditor general regarding nuisances/inconveniences in religious affairs,,"Italian, Serbo-Croatian",,,,1680-09-15,,Gregorian,,religious affairs,,ArchivalObject135,,,,
Copy_of_Documents-Zadar_88,Letter from a Cetinje metropolitan* to the proveditor general regarding a donation he received,,"Italian, Serbo-Croatian",,,,1680-09-22,,Gregorian,Budva,customs,,ArchivalObject136,,,,
Copy_of_Documents-Zadar_89,"Letter from Mehmet-efendi, Bosnian defterdar, to the proveditor general Cornaro",,"Italian, Ottoman Turkish",,,,1680-11-13,,Gregorian,Cetinje,unspecified correspondence,,ArchivalObject124,,,,
Copy_of_Documents-Zadar_90,Command from the Ottoman Porte to the subjects of Lika sanjak not to disturb the Venetians,,"Italian, Ottoman Turkish",,,,1633-01-01,ca.1633,Gregorian,,border conflict,,ArchivalObject093,,,,
Copy_of_Documents-Zadar_91,Correspondence between the Bosnian pasha and the proveditor general about some diputes on the border,,"Italian, Ottoman Turkish",,,,1633-01-01,ca.1633,Gregorian,Lika,border conflict,,ArchivalObject094,,,,
Copy_of_Documents-Zadar_92,Border agas of northern Dalmatia write to the proveditor general about sultan's order of conducting peace on the border,,"Italian, Bosnian",,,,1634-01-01,ca.1634,Gregorian,,jurisdiction;peace negotiations,,ArchivalObject097,,,,
Copy_of_Documents-Zadar_93,Correspondence between the Bosnian deputy* and proveditor general about trade in Dubrovnik* which should be turned on the ferry in Split,,"Italian, Ottoman Turkish",,,,1634-01-01,ca.1634,Gregorian,,customs,,ArchivalObject098,,,,
Copy_of_Documents-Zadar_94,Command of the Ottoman Porte to the Bosnian beglerbeg regarding peace with the  Venetians,,"Italian, Ottoman Turkish",,,,1635-01-01,ca.1635,Gregorian,Dubrovnik,peace negotiations,,ArchivalObject096,,,,
Copy_of_Documents-Zadar_95,"Fragment of the Italian translated letter from Halil-beg Durakbegovic, Lika sanjak.",,Italian,,,,1635-01-01,ca.1635,Gregorian,,unspecified correspondence,,ArchivalObject095,,,,
Copy_of_Documents-Zadar_96,"As representatives of the Zemunik fortress in Zadar, castellan of Nadin Dernis [?] Voivoda and Hasan-aga negotiate peace on the border",,Italian,,,,1639-01-01,ca.1639,Gregorian,Lika,peace negotiations,,ArchivalObject108,,,,
Copy_of_Documents-Zadar_97,"Instrumento di confinazione della pace di Candia (1671), ed altre carte relative ai confini della Dalmazia verso la Turchia",,"Serbo-Croatian, Italian, Ottoman Turkish, Bosnian",,,,1671-01-01,ca.1671,Gregorian,Zadar,peace negotiations,,ArchivalObject244,,,,
Copy_of_Documents-Zadar_98,Italian translation[...] from a judge from Herceg Novi to the High Porte about foreign salt that is arriving to Herceg Novi,,Italian,,,,1672-01-01,ca.1672,Gregorian,Candia,salt trade,,ArchivalObject113,,,,
Copy_of_Documents-Zadar_99,Sultan's writing [emer] to the Herzegovian  pasha and judge in Zabela regarding disputes between the people of Klek and Dubrovnik about the salt trade on the ferry on Neretva river. From Constantinople.,,"Italian, Ottoman Turkish",,,,1674-01-01,,Gregorian,Herceg Novi,salt trade,,ArchivalObject111,,,,
doc_dragoman_venetian_archive_001,Nelle medesime di n.o 165 intendemo li prudenti ufficij,5r-v,Italian,,"5r [...] Nelle medesime di n.o 165 intendemo li prudenti ufficij, che havete passato per risposta alle richieste 5v di Saban Francese rinegato, per la sodisfattione del scritto fabricato dal rinegato Lucadello, di preteso credito de 25m c.ni co'l giÌÊ Cav.r Giustiniano v'ro Precessore, vi sete anco per questa occasione in tutto portato conforme alla n'ra intentione, et con quelli prudenti avvertimenti, che richiedeva per se stesso il negocio importantissimo: Ma perche nel suo ragionamento vÌÊ egli spargendo qualche voce di dar il scritto al Defterdar, che vuol dir al fisco, questa sarebbe risolutione gravissima per le consequenze, che porteria seco, doverete per tanto divertirla con quei mezi, che vi pareran'o proprij, senza pero interessarvi il publico in alcuna maniera, ma con via lontana, destra, et prudente, come sete usato, farete che non segua la consegna sopradetta, et resti si puÌ_ quel scritto abbollito, et quando pur egli presista nel volerlo conservare, procurarete di quel modo, che giudicarete poter maggiormente giovare alla v'ra intentione di haverne sincere informationi, levandoli la fede, et le speranze di pagamento, massime quando dovesse capitare nel fisco; accioche cada ogni speranza di essatione, et sia per sempre sollevata la Rep.ca da ogni, et qualonque travaglio, che ogni ragione i persuade ÌÊ non lo dover temere: Et perche pur anche hÌÊ detto volerlo mandar di quÌÊ, lo assicurarete in questo caso, che riconosciuto il scritto per giuridico, et senza fraude, haverÌÊ occasione di conoscere quale si sia la v'ra volontÌÊ, nel farli am'inistrare ragion, et giustitia, per far che sia pagato da chi di ragione si aspetterÌÊ; ma il soppire[?] per sempre questo negocio, saria il meglio di tutte le rissolutioni, si come ce lo promette la molta prudenza, et virtÌ_ v'ra. 7/18/1629 40v Seben noi ancora concorriamo nel vostro parere, che sia difficile cavar dalle mani di Saban Francese il scritto falsamente fabricato dal rinegato Lucadello; tuttavia potendo questo servir ÌÊ qualche tempo ÌÊ dan'o delle cose publiche, per le sugiestioni delli huomini, che mai mancano, di perversa natura, confidiamo assai nella virtÌ_ v'ra che possiate, con cauta maniera procurare la sua abbollitione, la qual potrÌÊ se non giovare in tutte le occorrenze al n'ro servitio.",,1629-03-24,1629-03-24,Gregorian,Klek;Dubrovnik;Neretva river,conversion,,ArchivalObject588,,,,
doc_dragoman_venetian_archive_002,Le vostre prudenti avvertenze alli,9v fwd,Italian,regarding his leave of absence in Moldavia,"9v letter to bailo: Le vostre prudenti avvertenze alli andamenti del Grillo, sono parti di quel zelo, che v'accompagna ÌÊ tutte le fontioni al segno di n'ro pieno compiacimento; sopra l'aviso, che ci diede il v'ro Precessore delli novi interessi suoi col Moldavo per occasione di nozze, e di qualche indispositione che sopra venne all Dragom: med.o conosciuto dÌÊ Noi il frutto che si receverebbe dal vedere instrutto sotto la sua disciplina alcun altro, scrivessimo ad esso 10r Bailo, che andasse con soavitÌÊ maneggiando il negocio, coll' oggetto del Sollevo et piena sod.ne del Dragom.e, come vederete dall' ingionta copia[.] Le risposte furono, che haverebbe di ciÌ_ tenuto discorso seco; che ben conosceva il vantaggio di quest' introduttione, mÌÊ che vi scopriva difficoltÌÊ non solo per la parte del Grillo, mÌÊ di quello, che dovesse esser sostituito ÌÊ tal ministerio; che perÌ_ sarebbe andato domesticando l'affarre, perche dalla virtÌ_ vostra fosse poi formalmente pratticato; Noi attennendosi ÌÊ puri termini delle accennate deliberationi, dovemo confirmarvi il med.o col Senato, havendo perÌ_ con la solitÌÊ [sic] desteritÌÊ v'ra oggetto p'npale di far conoscere al Dragomano il vostro desiderio della sua presservatione, il contento publico per il suo fruttuoso impiego, mÌÊ considerandole d'altro canto, che d'avenzamento suo ne gli anni, la poca robustezza nella natora, et li accidenti, ÌÊ quali Ì¬ sottoposto ogn' huomo faran trovar buono questo mezzo, per sollevarlo in qualche parte mandando con lui hor l'uno, hor l'altro de n'ri Dragom.i perche habbino modo d'apprendere dalla sua isperienza qualche maggior habilitÌÊ di servire di quello che egli vi risponderÌÊ, et de sui veri sensi, attenderemo v'ri avisi; et se vedeste quella renitenza in lui, che vi disse l'Allessandri non darete perciÌ_ alcun segno di disgusto. 5/11/1643 14r Al Dragom: Grillo, esprimerete l'avvertenze del Senato per quelle preavertenze prudenti, con che mira al nostro servicio, et al suo sollevo, con dispositione di condurre presso di lui altro soggetto, che coadiuvi le sue fattiche. al qual passo doverete esprimervi che questa diligenza mira al solo fine de haver li Dragomani nostri ben instrutti, et informati della sua esperienza, non per dar vantaggi di prelatione piÌ_ ad uno, che all'altro; per questo hor l'uno, hor l'altro, sarÌÊ bene, che egli habbia appresso di se, senza distintione di persone, mÌÊ con oggetto di avanzare habilitÌÊ. 7/16/1643 24r-v Se il Dragom.n Grillo dissente dall' haver Compagno nella sua carrica noi all' incontro, riconoscendo altrettanto profficua l'introduttione, siamo certi che non perdendo la Fraccia[?], et tenendo viva la prattica con quella desteritÌÊ, che Ì¬ vostra propria lo disperete ÌÊ riconoscere per sollevo quello che ei crede fose titolo di obligatione, et di aggravio. 9/18/1643 32r Il senso, che havete osservato nel Dragoman Grillo per questo negocio stabilito senza sua notitia, e consiglio, deve maggiormente far conoscere la necessitÌÊ di valersi di tutti li Dragomani in varij negocij; acciÌ_ tutti s'applichino, s'informino, et habbino prattica di trattare con Ministri, et un solo non faccia tutte le cose con tutti, per assueffar[?] molti; per questa causa vi valerete hora di uno, hor dell' altro per assuefar molti; secondo la qualitÌÊ de negocij, et l'attitudine, insinuendo sempre al Grillo ÌÊ condur seco alle volte, alcuno delli Dragomani per instruirli, et incaminarli sotto la sua disciplina e virtÌ_, caminerete seco con l'amorevolezza vostra solitÌÊ, per non sgustarlo, mÌÊ procederete con tutto il riguardo di circonspettione, e desteritÌÊ.",,1643-04-11,"1643-04-11, 1643-09-18",Gregorian,Istanbul,leave of absence,,ArchivalObject586,,PersonDocumentRelation0338,,
doc_dragoman_venetian_archive_003,elected son of Pietro Fortis nod.o della,51v-52r,Italian,"1667: elected son of Pietro Fortis nod.o della Canc.a D.l, currently at sevice in Dalmatia",,,1670-10-29,,Gregorian,Istanbul;Moldavia,Job,,ArchivalObject170,,PersonDocumentRelation0339,,
doc_dragoman_venetian_archive_004,new bailo Marino Cavalli,73rv,Italian,"new bailo Marino Cavalli applauds ""che ha fatto buon frutto nel parlare, nel scrivere et nel leggere non solo nella lingua turca ma nell'araba ancora""",,,1558-10-12,,Gregorian,Istanbul,Job,,ArchivalObject621,,,,
